time_frame_sec,distancia,fuera_std
0.0715968608856201,5m,False
0.0721833705902099,5m,False
0.0737578868865966,5m,False
0.0700440406799316,5m,False
0.0831632614135742,5m,False
0.0695254802703857,5m,False
0.06783127784729,5m,False
0.0711750984191894,5m,False
0.0686681270599365,5m,False
0.0687494277954101,5m,False
0.0680751800537109,5m,False
0.0685231685638427,5m,False
0.0703101158142089,5m,False
0.0682325363159179,5m,False
0.0671727657318115,5m,False
0.0675301551818847,5m,False
0.0674707889556884,5m,False
0.0681357383728027,5m,False
0.0680480003356933,5m,False
0.067929983139038,5m,False
0.0680668354034423,5m,False
0.0680017471313476,5m,False
0.070192813873291,5m,False
0.1379146575927734,5m,True
0.1677117347717285,5m,True
0.1819734573364257,5m,True
0.1719012260437011,5m,True
0.184993028640747,5m,True
0.178300142288208,5m,True
0.1771004199981689,5m,True
0.1856250762939453,5m,True
0.1829285621643066,5m,True
0.1798257827758789,5m,True
0.180762767791748,5m,True
0.1681053638458252,5m,True
0.0862412452697753,5m,False
0.0682461261749267,5m,False
0.0709784030914306,5m,False
0.0695240497589111,5m,False
0.0744712352752685,5m,False
0.0703423023223877,5m,False
0.0712902545928955,5m,False
0.0688607692718505,5m,False
0.0686869621276855,5m,False
0.0719642639160156,5m,False
0.0684347152709961,5m,False
0.0695040225982666,5m,False
0.0679256916046142,5m,False
0.0694777965545654,5m,False
0.0683913230895996,5m,False
0.0682117938995361,5m,False
0.0689990520477294,5m,False
0.0712122917175293,5m,False
0.0685839653015136,5m,False
0.0703046321868896,5m,False
0.0689358711242675,5m,False
0.0712177753448486,5m,False
0.0683331489562988,5m,False
0.0698072910308837,5m,False
0.0683808326721191,5m,False
0.068946361541748,5m,False
0.0681459903717041,5m,False
0.0690448284149169,5m,False
0.0678160190582275,5m,False
0.0692720413208007,5m,False
0.0698232650756836,5m,False
0.0698707103729248,5m,False
0.0684716701507568,5m,False
0.0666799545288086,5m,False
0.0682628154754638,5m,False
0.0685248374938964,5m,False
0.0718133449554443,5m,False
0.0689680576324462,5m,False
0.0678012371063232,5m,False
0.0685808658599853,5m,False
0.0670979022979736,5m,False
0.0676841735839843,5m,False
0.0680043697357177,5m,False
0.1286208629608154,5m,True
0.0685982704162597,5m,False
0.0687599182128906,5m,False
0.0681562423706054,5m,False
0.0693864822387695,5m,False
0.0711073875427246,5m,False
0.067345380783081,5m,False
0.0698661804199218,5m,False
0.0716886520385742,5m,False
0.0684914588928222,5m,False
0.0686540603637695,5m,False
0.0708060264587402,5m,False
0.0692420005798339,5m,False
0.0683221817016601,5m,False
0.0680201053619384,5m,False
0.0689477920532226,5m,False
0.0732388496398925,5m,False
0.0697121620178222,5m,False
0.0705018043518066,5m,False
0.0687108039855957,5m,False
0.0644364356994628,5m,False
0.0686366558074951,5m,False
0.0699508190155029,4m,False
0.0689117908477783,4m,False
0.069091796875,4m,False
0.0694780349731445,4m,False
0.0680811405181884,4m,False
0.0680704116821289,4m,False
0.0700650215148925,4m,False
0.0782160758972168,4m,False
0.0743582248687744,4m,False
0.0765848159790039,4m,False
0.0737731456756591,4m,False
0.0738427639007568,4m,False
0.0731570720672607,4m,False
0.0739951133728027,4m,False
0.0735104084014892,4m,False
0.0707178115844726,4m,False
0.0708453655242919,4m,False
0.0716285705566406,4m,False
0.0739355087280273,4m,False
0.0730183124542236,4m,False
0.0721101760864257,4m,False
0.0736172199249267,4m,False
0.0723664760589599,4m,False
0.0727381706237793,4m,False
0.0694267749786377,4m,False
0.07175874710083,4m,False
0.0728857517242431,4m,False
0.0726931095123291,4m,False
0.0719215869903564,4m,False
0.0712263584136962,4m,False
0.0696895122528076,4m,False
0.0694296360015869,4m,False
0.0690605640411377,4m,False
0.0695300102233886,4m,False
0.0727231502532959,4m,False
0.0703234672546386,4m,False
0.0690891742706298,4m,False
0.0690793991088867,4m,False
0.0700552463531494,4m,False
0.0711050033569336,4m,False
0.0692520141601562,4m,False
0.0689654350280761,4m,False
0.0680973529815673,4m,False
0.0698339939117431,4m,False
0.069688081741333,4m,False
0.0691235065460205,4m,False
0.0678095817565918,4m,False
0.0698013305664062,4m,False
0.0677583217620849,4m,False
0.071195363998413,4m,False
0.068366527557373,4m,False
0.0683050155639648,4m,False
0.0703651905059814,4m,False
0.0689554214477539,4m,False
0.0681922435760498,4m,False
0.0696442127227783,4m,False
0.07000732421875,4m,False
0.0720362663269043,4m,False
0.0676543712615966,4m,False
0.0690033435821533,4m,False
0.0659570693969726,4m,False
0.0687606334686279,4m,False
0.0694086551666259,4m,False
0.0709311962127685,4m,False
0.0670530796051025,4m,False
0.0716564655303955,4m,False
0.0684056282043457,4m,False
0.0706264972686767,4m,False
0.0690252780914306,4m,False
0.0677385330200195,4m,False
0.06998872756958,4m,False
0.0689344406127929,4m,False
0.0696339607238769,4m,False
0.0675539970397949,4m,False
0.0687592029571533,4m,False
0.0672204494476318,4m,False
0.0691287517547607,4m,False
0.0687670707702636,4m,False
0.0679335594177246,4m,False
0.0761923789978027,4m,False
0.0685358047485351,4m,False
0.0694923400878906,4m,False
0.0671224594116211,4m,False
0.0849931240081787,4m,False
0.0816569328308105,4m,False
0.0940999984741211,4m,False
0.0769495964050293,4m,False
0.0664432048797607,4m,False
0.0651986598968505,4m,False
0.0656671524047851,4m,False
0.0678138732910156,4m,False
0.0673544406890869,4m,False
0.0663142204284668,4m,False
0.0634715557098388,4m,False
0.0642001628875732,4m,False
0.0642726421356201,4m,False
0.0618863105773925,4m,False
0.0659525394439697,4m,False
0.0687906742095947,4m,False
0.0736639499664306,4m,False
0.0720219612121582,4m,False
0.0694806575775146,4m,False
0.0677299499511718,4m,False
0.0791049003601074,2m,False
0.0735704898834228,2m,False
0.0760259628295898,2m,False
0.0735630989074707,2m,False
0.0753648281097412,2m,False
0.0752568244934082,2m,False
0.0730495452880859,2m,False
0.0756812095642089,2m,False
0.0733933448791503,2m,False
0.0715198516845703,2m,False
0.071890115737915,2m,False
0.0727815628051757,2m,False
0.0719022750854492,2m,False
0.0737802982330322,2m,False
0.0731797218322753,2m,False
0.0735673904418945,2m,False
0.0715813636779785,2m,False
0.0747144222259521,2m,False
0.0733590126037597,2m,False
0.0718874931335449,2m,False
0.0731661319732666,2m,False
0.0746567249298095,2m,False
0.0743913650512695,2m,False
0.0729649066925048,2m,False
0.0729217529296875,2m,False
0.0729243755340576,2m,False
0.0708472728729248,2m,False
0.0735712051391601,2m,False
0.0714292526245117,2m,False
0.0701160430908203,2m,False
0.0693182945251464,2m,False
0.0682497024536132,2m,False
0.0689396858215332,2m,False
0.0699293613433837,2m,False
0.0686590671539306,2m,False
0.0692605972290039,2m,False
0.06748628616333,2m,False
0.0692648887634277,2m,False
0.0695726871490478,2m,False
0.0697154998779296,2m,False
0.0709164142608642,2m,False
0.0708324909210205,2m,False
0.0709445476531982,2m,False
0.0708649158477783,2m,False
0.0682113170623779,2m,False
0.0776538848876953,2m,False
0.0766165256500244,2m,False
0.0762238502502441,2m,False
0.0756585597991943,2m,False
0.0741298198699951,2m,False
0.0739479064941406,2m,False
0.0730125904083252,2m,False
0.072671890258789,2m,False
0.0715711116790771,2m,False
0.0726008415222168,2m,False
0.0738084316253662,2m,False
0.0746116638183593,2m,False
0.0727450847625732,2m,False
0.0738031864166259,2m,False
0.0712766647338867,2m,False
0.0735025405883789,2m,False
0.0723326206207275,2m,False
0.0732316970825195,2m,False
0.0727801322937011,2m,False
0.0816340446472168,2m,False
0.0767614841461181,2m,False
0.0734500885009765,2m,False
0.0699567794799804,2m,False
0.0678775310516357,2m,False
0.069695234298706,2m,False
0.0689373016357421,2m,False
0.0695002079010009,2m,False
0.0686533451080322,2m,False
0.0721118450164794,2m,False
0.0681855678558349,2m,False
0.0725104808807373,2m,False
0.0705106258392334,2m,False
0.0711030960083007,2m,False
0.0685033798217773,2m,False
0.0685389041900634,2m,False
0.0676844120025634,2m,False
0.0666184425354003,2m,False
0.0698318481445312,2m,False
0.0664618015289306,2m,False
0.0687403678894043,2m,False
0.0683205127716064,2m,False
0.0683438777923584,2m,False
0.0682380199432373,2m,False
0.0671243667602539,2m,False
0.0686347484588623,2m,False
0.0697238445281982,2m,False
0.0689384937286377,2m,False
0.0697145462036132,2m,False
0.0679168701171875,2m,False
0.0694763660430908,2m,False
0.0763604640960693,2m,False
0.0690484046936035,2m,False
0.069948673248291,2m,False
0.0696513652801513,2m,False
0.0694611072540283,2m,False
0.0702512264251709,2m,False
0.0711317062377929,2m,False
0.0700511932373046,2m,False
0.0699453353881836,2m,False
0.0684115886688232,2m,False
0.0686306953430175,2m,False
0.0670194625854492,2m,False
0.0696902275085449,2m,False
0.0692138671875,2m,False
0.0693254470825195,2m,False
0.0698604583740234,2m,False
0.0691092014312744,2m,False
0.0711317062377929,2m,False
0.0715699195861816,2m,False
0.0708885192871093,2m,False
0.0687103271484375,2m,False
0.0709571838378906,2m,False
0.0701360702514648,2m,False
0.0686078071594238,2m,False
0.0685176849365234,2m,False
